Date,Day of week,Week of year,北海道D,東北D,東京D,中部D,北陸D,関西D,中国D,四国D,九州D,沖縄D,１０エリア計
2024/1/1 0:00,Saturday,1,3811,7471,24024,9991,2465.4,11820.484,5159.022,2290,7918,654.3,75604.206
2024/1/1 1:00,Saturday,1,3917,7515,22864,9710,2511.7,11405.202,5095.733,2292,7796,633.6,73740.235
2024/1/1 2:00,Saturday,1,4019,7659,22433,9807,2678.1,11581.15,5283.915,2440,8129,643.2,74673.365
2024/1/1 3:00,Saturday,1,4102,7857,22292,9948,2824,11709.293,5670.733,2589,8489,667.5,76148.526
2024/1/1 4:00,Saturday,1,4118,7991,22294,9937,2848.5,11598.002,5766.22,2638,8643,669.6,76503.322
2024/1/1 5:00,Saturday,1,4021,7974,22512,9842,2714.8,11249.289,5631.403,2545,8431,652.8,75573.292
2024/1/1 6:00,Saturday,1,3864,7796,23209,9772,2490.2,11094.319,5406.099,2312,7953,620.4,74517.018
2024/1/1 7:00,Saturday,1,3669,7660,24326,10072,2383.5,11513.027,5394.463,2294,7998,625,75934.99
2024/1/1 8:00,Saturday,1,3622,7710,25153,10513,2422.3,12301.712,5503.535,2459,8096,666.8,78447.347
2024/1/1 9:00,Saturday,1,3567,7624,24530,10230,2406.3,12237.044,5074.909,2322,7638,680.544,76309.797
2024/1/1 10:00,Saturday,1,3482,7453,23842,9788,2351.1,11857.735,4628.737,2240,7445,698.738,73786.31
2024/1/1 11:00,Saturday,1,3400,7312,23340,9434,2262.9,11643.34,4514.563,2201,7590,706.043,72403.846
2024/1/1 12:00,Saturday,1,3374,7166,23002,9257,2253.4,11658.83,4567.939,2182,7411,737.645,71609.814
2024/1/1 13:00,Saturday,1,3326,6997,22592,9070,2206.1,11458.452,4523.62,2108,7170,737.199,70188.371
2024/1/1 14:00,Saturday,1,3365,7018,22722,9116,2172.5,11468.435,4402.259,2049,6945,720.194,69978.388
2024/1/1 15:00,Saturday,1,3532,7246,23725,9255,2201.1,11757.554,4578.323,2088,7051,696.842,72130.819
2024/1/1 16:00,Saturday,1,3624,7778,25447,9781,2127.7,12269.911,4955.065,2233,7430,697.152,76342.828
2024/1/1 17:00,Saturday,1,3760,8435,28145,11142,2251,13621.914,5538.786,2527,8364,708.9,84493.6
2024/1/1 18:00,Saturday,1,3773,8453,28887,11435,2354.7,13983.044,5763.806,2630,8852,748.6,86880.15
2024/1/1 19:00,Saturday,1,3728,8433,29057,11504,2409,14050.008,5777.219,2620,8896,746.3,87220.527
2024/1/1 20:00,Saturday,1,3739,8371,29074,11540,2456.4,14074.741,5744.612,2625,8923,734.4,87282.153
2024/1/1 21:00,Saturday,1,3731,8206,28637,11334,2454.7,13845.916,5623.962,2548,8769,712.3,85861.878
2024/1/1 22:00,Saturday,1,3646,7900,27479,10832,2464.4,13341.242,5335.453,2420,8546,679.4,82643.495
2024/1/1 23:00,Saturday,1,3750,7955,26442,10607,2499.8,13022.887,5190.462,2380,8315,653.9,80816.049
2024/1/2 0:00,Sunday,2,3703,7749,24730,10022,2470.6,12344.846,5107.303,2324,7917,616.9,76984.649
2024/1/2 1:00,Sunday,2,3818,7878,23838,9778,2515.4,12017.34,5130.42,2374,7896,598.3,75843.46
2024/1/2 2:00,Sunday,2,3957,8123,23631,9948,2695.2,12313.261,5427.114,2582,8272,610.5,77559.075
2024/1/2 3:00,Sunday,2,4040,8288,23561,10153,2792.1,12441.78,5781.291,2743,8713,640,79153.171
2024/1/2 4:00,Sunday,2,4043,8402,23576,10095,2776.8,12216.099,5854.459,2769,8829,650.1,79211.458
2024/1/2 5:00,Sunday,2,3960,8452,24019,10039,2703.2,11955.45,5770.426,2698,8719,636.7,78952.776
2024/1/2 6:00,Sunday,2,3840,8461,25441,10160,2555.7,12198.505,5798.109,2526,8559,610.1,80149.414
2024/1/2 7:00,Sunday,2,3706,8525,27435,10640,2523.2,12994.419,5950.188,2558,8746,627.9,83705.707
2024/1/2 8:00,Sunday,2,3848,8718,29101,11172,2534,13846.475,6118.845,2745,8892,669.8,87645.12
2024/1/2 9:00,Sunday,2,3835,8576,28819,11171,2474.9,13867.025,5482.961,2605,8082,703,85615.886
2024/1/2 10:00,Sunday,2,3811,8163,28616,10864,2377.4,13230.112,4852.461,2389,7726,720.5,82749.473
2024/1/2 11:00,Sunday,2,3691,7877,28682,10391,2270.2,12615.236,4515.459,2278,7764,733.6,80817.495
2024/1/2 12:00,Sunday,2,3607,7692,28586,10033,2188.8,12233.059,4423.149,2226,7543,736.948,79268.956
2024/1/2 13:00,Sunday,2,3468,7563,27981,9609,2105.4,11808.447,4383.448,2141,7301,740.1,77100.395
2024/1/2 14:00,Sunday,2,3385,7460,27355,9478,2076.6,11613.021,4383.162,2069,7074,727.3,75621.083
2024/1/2 15:00,Sunday,2,3472,7553,27548,9603,2103.3,11782.592,4703.086,2132,6978,716.8,76591.778
2024/1/2 16:00,Sunday,2,3625,8218,28928,10223,2220.6,12635.756,5130.278,2274,7511,713.7,81479.334
2024/1/2 17:00,Sunday,2,3755,8724,30910,11423,2456.8,14091.14,5639.817,2570,8458,718.4,88746.157
2024/1/2 18:00,Sunday,2,3781,8738,31333,11679,2523.7,14532.384,5888.439,2703,8934,759.1,90871.623
2024/1/2 19:00,Sunday,2,3765,8709,31248,11786,2520.6,14628.96,5955.367,2707,8938,761.1,91019.027
2024/1/2 20:00,Sunday,2,3713,8576,30966,11857,2495.7,14652.933,5903.158,2694,8894,748.1,90499.891
2024/1/2 21:00,Sunday,2,3650,8277,30152,11616,2443.6,14367.769,5720.384,2616,8669,722.7,88234.453
2024/1/2 22:00,Sunday,2,3511,7893,28777,11128,2401.8,13791.893,5408.142,2479,8410,685.7,84485.535
2024/1/2 23:00,Sunday,2,3570,7807,27437,10833,2384.5,13267.807,5150.121,2453,8071,657.1,81630.528
2024/1/3 0:00,Monday,2,3502,7465,25528,10259,2310.7,12424.207,4988.477,2397,7566,619.7,77060.084
2024/1/3 1:00,Monday,2,3593,7550,24472,10067,2344.7,12033.35,5012.425,2444,7564,596.8,75677.275
2024/1/3 2:00,Monday,2,3710,7761,24168,10261,2515.9,12249.384,5197.113,2602,7938,612.3,77014.697
2024/1/3 3:00,Monday,2,3829,7917,24050,10436,2618,12398.507,5535.872,2729,8326,641.4,78480.779
2024/1/3 4:00,Monday,2,3878,8028,24119,10428,2613.6,12078.692,5677.458,2737,8473,649.3,78682.05
2024/1/3 5:00,Monday,2,3811,7984,24679,10354,2517.2,11768.058,5599.499,2638,8283,635.6,78269.357
2024/1/3 6:00,Monday,2,3713,7893,26130,10451,2355.2,11910.764,5367.196,2475,7943,612.6,78850.76
2024/1/3 7:00,Monday,2,3585,7954,28008,10894,2280.7,12621.866,5472.043,2482,8076,630,82003.609
2024/1/3 8:00,Monday,2,3689,8268,30084,11343,2352.2,13721.039,5699.411,2721,8549,676.5,87103.15
2024/1/3 9:00,Monday,2,3734,8379,30581,11516,2435,14461.635,5689.779,2797,8822,715.3,89130.714
2024/1/3 10:00,Monday,2,3701,8087,29939,11119,2434.6,14310.84,5425.208,2770,8796,734.2,87316.848
2024/1/3 11:00,Monday,2,3646,7890,29209,10805,2403.1,13980.833,5464.717,2673,8793,728.4,85593.05
2024/1/3 12:00,Monday,2,3592,7837,28503,10594,2377,13733.357,5465.989,2610,8784,727.5,84223.846
2024/1/3 13:00,Monday,2,3550,7744,27787,10429,2316.5,13412.484,5338.543,2583,8563,731.5,82455.027
2024/1/3 14:00,Monday,2,3545,7672,27416,10596,2284.9,13356.296,5388.097,2576,8505,727.1,82066.393
2024/1/3 15:00,Monday,2,3620,7819,27875,10878,2273.6,13307.931,5496.987,2591,8570,736.6,83168.118
2024/1/3 16:00,Monday,2,3733,8378,29540,11604,2379.2,13854.727,5679.583,2668,8905,760.5,87502.01
2024/1/3 17:00,Monday,2,3884,8831,31766,12386,2538,14815.274,6092.94,2842,9629,803.2,93587.414
2024/1/3 18:00,Monday,2,3909,8800,32191,12467,2565,15055.053,6277.111,2890,9963,831.2,94948.364
2024/1/3 19:00,Monday,2,3845,8653,31926,12356,2526,14913.668,6124.568,2831,9893,821.7,93889.936
2024/1/3 20:00,Monday,2,3772,8461,31346,12171,2484.7,14655.649,5949.701,2763,9657,804.3,92064.35
2024/1/3 21:00,Monday,2,3675,8139,30008,11753,2388.3,14121.819,5748.633,2642,9328,769,88572.752
2024/1/3 22:00,Monday,2,3520,7662,28069,11008,2322.7,13270.679,5394.594,2460,8855,723.5,83285.473
2024/1/3 23:00,Monday,2,3619,7531,26234,10571,2282.8,12557.359,5171.161,2392,8445,684,79487.32
2024/1/4 0:00,Tuesday,2,3580,7236,24021,9881,2193.7,11633.569,5065.603,2290,7961,642.5,74504.372
2024/1/4 1:00,Tuesday,2,3678,7396,22945,9620,2255.2,11255.446,5045.196,2337,7825,622.9,72979.742
2024/1/4 2:00,Tuesday,2,3806,7657,22739,9847,2443.7,11576.25,5316.564,2514,8263,636.9,74799.414
2024/1/4 3:00,Tuesday,2,3916,7886,22808,10113,2605.9,11876.897,5640.161,2693,8714,665.1,76918.058
2024/1/4 4:00,Tuesday,2,3976,8094,23189,10138,2668.4,11876.441,5787.03,2774,8990,678.1,78170.971
2024/1/4 5:00,Tuesday,2,3976,8242,24270,10240,2637.6,11854.658,5828.763,2771,9115,677.2,79612.221
2024/1/4 6:00,Tuesday,2,3972,8462,26647,10708,2532.5,12418.192,5944.525,2747,9424,685.2,83540.417
2024/1/4 7:00,Tuesday,2,3933,8722,29455,11525,2539.1,13604.203,6278.968,2870,10063,729,89719.271
2024/1/4 8:00,Tuesday,2,4078,9304,32232,12554,2711.8,15032.601,6648.294,3152,10383,767.6,96863.295
2024/1/4 9:00,Tuesday,2,4061,9292,32392,12579,2814.4,15421.367,6245.581,3074,9844,799.2,96522.548
2024/1/4 10:00,Tuesday,2,3931,9018,30847,11917,2760.7,15251.455,5844.177,2905,9525,801.7,92801.032
2024/1/4 11:00,Tuesday,2,3742,8801,29780,11515,2691,15162.653,5845.046,2854,9336,800.7,90527.399
2024/1/4 12:00,Tuesday,2,3596,8504,29133,11279,2585.5,14953.458,5583.505,2834,9051,777.2,88296.663
2024/1/4 13:00,Tuesday,2,3469,8425,28829,11182,2571.2,14682.239,5419.03,2760,8891,808,87036.469
2024/1/4 14:00,Tuesday,2,3441,8359,28724,11149,2482.6,14249.301,5450.536,2679,8544,816.8,85895.237
2024/1/4 15:00,Tuesday,2,3652,8463,29639,11385,2499.3,14212.9,5732.257,2705,8553,816.6,87658.057
2024/1/4 16:00,Tuesday,2,3933,9192,31282,11933,2629.3,14923.469,6137.343,2800,9095,811.2,92736.312
2024/1/4 17:00,Tuesday,2,4068,9669,33582,13090,2799.7,16133.936,6606.302,3009,10018,802.4,99778.338
2024/1/4 18:00,Tuesday,2,4078,9678,34092,13309,2838.1,16447.912,6870.479,3131,10737,846.2,102027.691
2024/1/4 19:00,Tuesday,2,4028,9517,33850,13300,2821.5,16306.888,6824.195,3087,10733,845.8,101313.383
2024/1/4 20:00,Tuesday,2,3944,9270,33196,13130,2779.4,16114.197,6674.486,3029,10583,828.1,99548.183
2024/1/4 21:00,Tuesday,2,3862,8838,31991,12657,2689.6,15476.213,6366.894,2879,10267,791.7,95818.407
2024/1/4 22:00,Tuesday,2,3715,8299,30109,11872,2608.3,14569.076,5997.205,2668,9819,734.2,90390.781
2024/1/4 23:00,Tuesday,2,3819,8190,28259,11456,2608.3,13882.594,5818.911,2581,9408,689.6,86712.405
2024/1/5 0:00,Wednesday,2,3777,7975,26174,10835,2571.7,13011.705,5707.373,2522,8923,657.4,82154.178
2024/1/5 1:00,Wednesday,2,3876,8152,25275,10694,2641,12691.993,5816.218,2581,8927,638,81292.211
2024/1/5 2:00,Wednesday,2,3976,8409,25141,11018,2824.6,13037.308,6101.865,2765,9346,648.1,83266.873
2024/1/5 3:00,Wednesday,2,4068,8624,25249,11339,2944.1,13238.522,6420.379,2914,9763,683.1,85243.101
2024/1/5 4:00,Wednesday,2,4146,8824,25728,11390,2959.7,13265.548,6605.13,2962,9941,696,86517.378
2024/1/5 5:00,Wednesday,2,4094,9197,27423,11747,2921.5,13479.602,6682.846,2999,10098,694.3,89336.248
2024/1/5 6:00,Wednesday,2,4070,9655,31070,12654,2987.7,14779.422,7093.322,3100,10639,707.3,96755.744
2024/1/5 7:00,Wednesday,2,4046,9938,34609,13979,3099.3,16677.237,7561.266,3303,11459,757,105428.803
2024/1/5 8:00,Wednesday,2,4386,10576,37427,15335,3297.8,18657.46,7921.835,3640,11899,804.1,113944.195
2024/1/5 9:00,Wednesday,2,4475,10557,37703,15239,3314.8,19108.8,7583.397,3550,11572,841,113943.997
2024/1/5 10:00,Wednesday,2,4492,10063,36338,14448,3190.3,18427.651,6911.227,3373,11169,843.3,109255.478
2024/1/5 11:00,Wednesday,2,4577,9755,35105,13781,3093.1,17712.017,6463.394,3241,10899,888.9,105515.411
2024/1/5 12:00,Wednesday,2,4433,9281,33217,13003,2926.1,16804.883,6082.702,3020,10235,828.2,99830.885
2024/1/5 13:00,Wednesday,2,4330,9403,32974,12986,2927,16825.737,6184.451,3025,10288,835.5,99778.688
2024/1/5 14:00,Wednesday,2,4140,9367,32676,12911,2902.8,16555.158,6255.897,2980,9991,849.3,98628.155
2024/1/5 15:00,Wednesday,2,4092,9455,33103,13022,2912,16563.077,6528.635,3011,9769,840.3,99296.012
2024/1/5 16:00,Wednesday,2,4209,10036,34489,13508,3015,17195.354,6761.491,3121,10227,829.3,103391.145
2024/1/5 17:00,Wednesday,2,4231,10088,35954,14196,3046.5,17889.493,6917.94,3234,10779,812.6,107148.533
2024/1/5 18:00,Wednesday,2,4161,9914,36023,14203,3004.7,17884.858,6941.326,3315,11180,850.8,107477.684
2024/1/5 19:00,Wednesday,2,4056,9548,35560,14001,2937.2,17556.341,6861.354,3248,11040,850.8,105658.695
2024/1/5 20:00,Wednesday,2,3943,9154,34672,13764,2842.5,17116.333,6657.147,3159,10678,829.8,102815.78
2024/1/5 21:00,Wednesday,2,3825,8686,33400,13192,2732.9,16522.177,6330.828,3001,10162,797.8,98649.705
2024/1/5 22:00,Wednesday,2,3653,8237,31647,12522,2648.3,15642.016,6100.633,2787,9645,742.4,93624.349
2024/1/5 23:00,Wednesday,2,3803,8010,29865,12165,2600.2,14796.953,5855.437,2728,9181,701.3,89705.89
2024/1/6 0:00,Thursday,2,3725,7659,27688,11519,2459.5,13932.818,5712.144,2621,8595,655,84566.462
2024/1/6 1:00,Thursday,2,3810,7766,26543,11264,2503.3,13513.397,5672.692,2644,8436,638,82790.389
2024/1/6 2:00,Thursday,2,3882,8010,26232,11456,2692.5,13784.662,5921.77,2801,8801,649.4,84230.332
2024/1/6 3:00,Thursday,2,4025,8242,26194,11683,2839.9,13926.86,6294.196,2941,9217,679.9,86042.856
2024/1/6 4:00,Thursday,2,4125,8381,26303,11702,2885.6,13728.1,6352.781,2970,9394,688.1,86529.581
2024/1/6 5:00,Thursday,2,4079,8505,27207,11762,2856,13603.211,6324.247,2923,9320,674.8,87254.258
2024/1/6 6:00,Thursday,2,3984,8500,29435,12210,2727.4,14099.751,6308.942,2850,9253,665.2,90033.293
2024/1/6 7:00,Thursday,2,3840,8664,31860,12994,2699.8,15347.307,6593.897,2951,9626,697.3,95273.304
2024/1/6 8:00,Thursday,2,4068,9302,33690,14251,2897.9,17153.098,6972.204,3330,10354,752.4,102770.602
2024/1/6 9:00,Thursday,2,4111,9537,33631,14177,3062.7,17887.349,6906.43,3339,10458,790.567,103900.046
2024/1/6 10:00,Thursday,2,3994,9380,32254,13638,3073.1,17620.463,6699.086,3232,10086,788.142,100764.791
2024/1/6 11:00,Thursday,2,3770,9405,31006,13007,3031.4,17308.061,6404.86,3188,9797,779.883,97697.204
2024/1/6 12:00,Thursday,2,3616,9157,29690,12422,2968,16526.744,6249.614,3046,9454,787.907,93917.265
2024/1/6 13:00,Thursday,2,3594,9096,29330,12554,3022.3,16403.775,6290.214,3043,9252,802.789,93388.078
2024/1/6 14:00,Thursday,2,3607,9110,29082,12486,2955.7,16082.229,6107.542,3017,9012,796.924,92256.395
2024/1/6 15:00,Thursday,2,3776,9149,29319,12575,2906.8,16004.049,6226.369,3007,8953,803.472,92719.69
2024/1/6 16:00,Thursday,2,3968,9619,30518,13022,2928.6,16443.28,6494.826,3025,9325,800.197,96143.903
2024/1/6 17:00,Thursday,2,4084,9756,32557,13876,2985.6,16885.699,6735.794,3141,10047,798,100866.093
2024/1/6 18:00,Thursday,2,4072,9652,33125,13822,2975.7,16928.815,6875.562,3184,10529,841.5,102005.577
2024/1/6 19:00,Thursday,2,3981,9420,32870,13760,2906.2,16569.895,6821.661,3109,10475,838.5,100751.256
2024/1/6 20:00,Thursday,2,3888,9118,32205,13485,2837.2,16126.792,6636.84,3028,10240,819.4,98384.232
2024/1/6 21:00,Thursday,2,3764,8747,30957,12886,2728.2,15491.047,6395.884,2863,9921,787.2,94540.331
2024/1/6 22:00,Thursday,2,3620,8319,29330,12156,2634.9,14676.822,6257.959,2677,9601,768,90040.681
2024/1/6 23:00,Thursday,2,3726,8208,27885,11752,2575.3,13985.936,5937.748,2613,9265,737.2,86685.184
2024/1/7 0:00,Friday,2,3685,8015,26097,11094,2489.7,13079.723,5864.164,2533,8869,690.6,82417.187
2024/1/7 1:00,Friday,2,3815,8175,25136,10887,2556.3,12795.478,5890.125,2579,8838,667.5,81339.403
2024/1/7 2:00,Friday,2,3982,8491,24918,11088,2824.2,13127.663,6301.924,2772,9286,678.1,83468.887
2024/1/7 3:00,Friday,2,4122,8692,24907,11385,3052,13461.385,6586.245,2951,9652,703.6,85512.23
2024/1/7 4:00,Friday,2,4171,8862,25004,11389,3111.3,13419.526,6692.609,3004,9804,711.3,86168.735
2024/1/7 5:00,Friday,2,4131,9034,25480,11430,3051.5,13175.783,6608.315,2931,9592,692,86125.598
2024/1/7 6:00,Friday,2,3997,8947,26774,11631,2866.6,13292.033,6539.435,2769,9398,669.5,86883.568
2024/1/7 7:00,Friday,2,3788,8941,28513,12210,2758.5,14038.071,6678.583,2793,9619,686.9,90026.054
2024/1/7 8:00,Friday,2,3825,9128,29910,13095,2832.3,15014.481,6966.179,3017,9934,733.6,94455.56
2024/1/7 9:00,Friday,2,3789,9322,30041,13210,2974.5,15275.261,6758.492,3019,9746,783.7,94918.953
2024/1/7 10:00,Friday,2,3806,9015,29560,12674,2982,15043.339,6511.472,2945,9751,741.5,93029.311
2024/1/7 11:00,Friday,2,3857,8928,29106,12342,2923.1,14896.291,6445.625,2908,9514,730.8,91650.816
2024/1/7 12:00,Friday,2,3779,8858,29167,11954,2933.7,14812.306,6091.96,2875,9521,767,90758.966
2024/1/7 13:00,Friday,2,3663,8714,28780,12133,2916.8,14656.562,5991.062,2858,9080,766.3,89558.724
2024/1/7 14:00,Friday,2,3744,8662,29188,12142,2895.4,14512.017,6046.765,2815,9278,782.5,90065.682
2024/1/7 15:00,Friday,2,3947,9076,29968,12278,2959.5,14762.319,6347.679,2817,9342,798,92295.498
2024/1/7 16:00,Friday,2,3997,9747,31397,13060,3158.5,15562.36,6715.845,2942,9879,776.5,97235.205
2024/1/7 17:00,Friday,2,4166,10593,33692,14323,3336.8,17140.972,7385.656,3230,10975,778.6,105621.028
2024/1/7 18:00,Friday,2,4219,10760,34448,14713,3343.7,17735.966,7724.368,3371,11511,838.9,108664.934
2024/1/7 19:00,Friday,2,4109,10572,34215,14702,3275,17784.325,7622.832,3334,11422,854.4,107890.557
2024/1/7 20:00,Friday,2,4070,10320,33648,14575,3198.3,17574.449,7469.383,3262,11189,839.7,106145.832
2024/1/7 21:00,Friday,2,4012,9834,32628,14119,3104.3,17123.414,7170.141,3120,10798,802.6,102711.455
2024/1/7 22:00,Friday,2,3828,9398,30794,13497,3088,16233.298,6709.597,2913,10308,762.4,97531.295
2024/1/7 23:00,Friday,2,3929,9455,29167,13112,3098.4,15536.763,6494.831,2828,9785,720,94125.994
2024/1/8 0:00,Saturday,2,3869,9263,27284,12603,3101.9,14657.76,6430.92,2761,9309,678.5,89958.08
2024/1/8 1:00,Saturday,2,3948,9405,26473,12306,3171.4,14305.184,6424.451,2814,9287,655.5,88789.535
2024/1/8 2:00,Saturday,2,4030,9540,26323,12520,3331.6,14566.165,6748.27,2980,9704,671.5,90414.535
2024/1/8 3:00,Saturday,2,4119,9654,26336,12748,3405.2,14622.737,7058.187,3095,10099,701.7,91838.824
2024/1/8 4:00,Saturday,2,4146,9842,26507,12745,3352.6,14432.188,7025.165,3106,10280,706.9,92142.853
2024/1/8 5:00,Saturday,2,4108,10085,27586,13141,3238.7,14298.953,6939.47,3028,10310,702.1,93437.223
2024/1/8 6:00,Saturday,2,4069,10327,30057,14131,3197.7,14902.67,7092.785,3014,10481,692.9,97965.055
2024/1/8 7:00,Saturday,2,3912,10467,32957,16013,3258.4,16294.888,7497.604,3183,11084,722.1,105388.992
2024/1/8 8:00,Saturday,2,4142,10903,35206,18198,3487.8,17813.104,8068.775,3468,11532,769.7,113588.379
2024/1/8 9:00,Saturday,2,4155,11195,35493,18946,3711,18295.676,8029.019,3397,11028,813.2,115062.895
2024/1/8 10:00,Saturday,2,4121,10959,34792,18351,3694.8,17968.334,7752.599,3280,10630,840.8,112389.533
2024/1/8 11:00,Saturday,2,4024,10779,34067,17628,3591.9,17716.883,7574.746,3234,10364,814.9,109794.429
2024/1/8 12:00,Saturday,2,3861,10428,32999,16649,3515.1,17350.293,7399.983,3108,9972,810.8,106093.176
2024/1/8 13:00,Saturday,2,3891,10411,32534,17055,3438.7,17364.511,7248.633,3005,9763,813.2,105524.044
2024/1/8 14:00,Saturday,2,3877,10319,32421,16885,3367.8,17336.304,7123.636,2886,9473,802.8,104491.54
2024/1/8 15:00,Saturday,2,4042,10710,33338,16977,3339.6,17593.191,7245.989,2925,9538,805.7,106514.48
2024/1/8 16:00,Saturday,2,4155,11270,35562,17738,3466.6,18205.736,7537.255,3134,10267,810.3,112145.891
2024/1/8 17:00,Saturday,2,4313,11836,38539,18487,3626.2,19418.021,8067.119,3456,11512,815.5,120069.84
2024/1/8 18:00,Saturday,2,4334,11876,39467,18622,3646.7,19786.296,8426.7,3642,12234,868.8,122903.496
2024/1/8 19:00,Saturday,2,4247,11558,39159,18348,3576.5,19563.149,8407.932,3601,12211,868.7,121540.281
2024/1/8 20:00,Saturday,2,4153,11173,38530,18167,3505.3,19291.606,8285.174,3543,11950,843.3,119441.38
2024/1/8 21:00,Saturday,2,4109,10679,36979,17663,3381.9,18641.371,7951.63,3360,11471,791.7,115027.601
2024/1/8 22:00,Saturday,2,3897,9902,34755,16680,3273.2,17418.908,7398.417,3099,10807,755.7,107986.225
2024/1/8 23:00,Saturday,2,3945,9627,32569,16157,3259.1,16532.264,7148.781,3023,10355,712.5,103328.645
2024/1/9 0:00,Sunday,3,3916,9337,30218,15425,3184.8,15543.967,6999.001,2989,9815,672,98099.768
2024/1/9 1:00,Sunday,3,3997,9473,29108,15059,3258.9,15146.797,7054.221,3059,9852,651.1,96659.018
2024/1/9 2:00,Sunday,3,4127,9683,28656,15182,3412.1,15336.76,7323.599,3222,10228,669.2,97839.659
2024/1/9 3:00,Sunday,3,4258,9892,28525,15162,3511,15490.035,7600.746,3318,10543,694,98993.781
2024/1/9 4:00,Sunday,3,4329,10132,28939,15171,3489.4,15492.936,7696.233,3339,10689,712.7,99990.269
2024/1/9 5:00,Sunday,3,4334,10597,31281,15793,3490,15989.328,7859.757,3373,10991,714.4,104422.485
2024/1/9 6:00,Sunday,3,4359,11265,36276,17656,3633.3,17818.622,8532.135,3613,11819,729.8,115701.857
2024/1/9 7:00,Sunday,3,4318,11519,40435,19412,3791.4,19938.796,9109.05,3873,12772,789.9,125958.146
2024/1/9 8:00,Sunday,3,4587,12184,43104,21379,3998.4,21770.099,9617.86,4228,13263,826,134957.359
2024/1/9 9:00,Sunday,3,4712,12265,43293,21598,4100.9,22345.49,9378.876,4068,12766,856,135383.266
2024/1/9 10:00,Sunday,3,4582,11745,41502,20569,3991.4,21542.511,8721.748,3804,11872,860.6,129190.259
2024/1/9 11:00,Sunday,3,4561,11494,40142,19773,3971.9,20923.294,8428.949,3682,11562,863.4,125401.543
2024/1/9 12:00,Sunday,3,4402,10900,38020,18148,3737.7,19626.581,7906.2,3464,11035,845.8,118085.281
2024/1/9 13:00,Sunday,3,4557,11230,38161,18807,3834.2,19872.188,8111.941,3538,11081,864.7,120057.029
2024/1/9 14:00,Sunday,3,4532,11330,37945,18711,3889.6,19585.534,8085.757,3481,11067,862,119488.891
2024/1/9 15:00,Sunday,3,4513,11433,38467,18555,3865.4,19490.076,8187.979,3515,11086,868.3,119980.755
2024/1/9 16:00,Sunday,3,4532,11800,39975,19053,3923.5,19965.543,8314.826,3607,11473,851.2,123495.069
2024/1/9 17:00,Sunday,3,4563,11730,41583,19400,3874.7,20446.278,8437.385,3728,12033,852.2,126647.563
2024/1/9 18:00,Sunday,3,4491,11597,41806,19176,3799.3,20503.875,8590.445,3791,12342,887.5,126984.12
2024/1/9 19:00,Sunday,3,4362,11119,41288,18709,3673.9,20108.943,8270.842,3704,12109,882.4,124227.085
2024/1/9 20:00,Sunday,3,4227,10750,40506,18295,3555.6,19510.605,8060.861,3593,11722,852,121072.066
2024/1/9 21:00,Sunday,3,4113,10241,38722,17710,3419.7,18841.089,7703.604,3389,11140,810.2,116089.593
2024/1/9 22:00,Sunday,3,3868,9600,36400,16735,3304.7,17746.53,7201.273,3124,10443,747.3,109169.803
2024/1/9 23:00,Sunday,3,3938,9348,33995,16166,3209.2,16785.698,6970.416,2999,9865,698.1,103974.414
2024/1/10 0:00,Monday,3,3894,9086,31261,15222,3108.9,15672.248,6778.339,2899,9211,656.7,97789.187
2024/1/10 1:00,Monday,3,3998,9204,29975,14946,3159.2,15164.69,6775.877,2930,9103,633.9,95889.667
2024/1/10 2:00,Monday,3,4109,9513,29611,14939,3329.7,15440.506,7035.981,3088,9536,648.3,97250.487
2024/1/10 3:00,Monday,3,4224,9764,29448,15037,3456.4,15525.431,7397.361,3222,9982,680.2,98736.392
2024/1/10 4:00,Monday,3,4306,9975,29852,14945,3463.6,15472.506,7483.471,3258,10210,694.9,99660.477
2024/1/10 5:00,Monday,3,4314,10356,31975,15534,3469.2,15764.451,7626.527,3295,10410,695.4,103439.578
2024/1/10 6:00,Monday,3,4417,10935,36716,17177,3531.5,17433.713,8045.832,3437,10860,718.8,113271.845
2024/1/10 7:00,Monday,3,4409,11280,40561,18683,3634.9,19546.92,8537.805,3641,11449,773.4,122516.025
2024/1/10 8:00,Monday,3,4713,12127,42855,20523,3935.5,22024.4,9135.626,4114,12206,812,132445.526
2024/1/10 9:00,Monday,3,4871,12262,42614,21179,4164.7,23195.758,9281.646,4191,12386,855.1,135000.204
2024/1/10 10:00,Monday,3,4835,12129,41102,20513,4164.8,22871.495,8960.306,4130,12021,895.5,131622.101
2024/1/10 11:00,Monday,3,4713,11931,40345,20160,4155.9,22418.722,8548.273,4098,11832,885.6,129087.495
2024/1/10 12:00,Monday,3,4515,11352,38380,18783,3937.8,21274.88,7970.526,3936,11404,818.9,122372.106
2024/1/10 13:00,Monday,3,4611,11630,38841,19355,4070.2,21645.025,8316.516,3954,11306,888,124616.741
2024/1/10 14:00,Monday,3,4587,11647,38457,19057,4067.7,21299.576,8109.026,3822,11239,853.3,123138.602
2024/1/10 15:00,Monday,3,4682,11844,38506,18964,4011.7,20989.854,8056.276,3712,11215,835,122815.83
2024/1/10 16:00,Monday,3,4730,12410,39945,19467,4055.4,21176.089,8349.559,3716,11535,839.3,126223.348
2024/1/10 17:00,Monday,3,4746,12493,41090,19560,4039.6,21259.229,8412.329,3780,11949,839.6,128168.758
